"","PROBEID","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","GENENAME"
"7730","217046_s_at",-4.52238130678379,-1.03857980150098,-36.5628981468514,3.99938237803164e-38,2.1866623151888e-33,75.1669673903716,"AGER","advanced glycosylation end-product specific receptor"
"4300","207302_at",-2.83042521900784,-0.27290546200063,-27.9468297592548,1.76098142513978e-32,4.81408297097588e-28,63.2010961196012,"SGCG","sarcoglycan gamma"
"5258","209793_at",-3.09233015792372,-0.305617682798747,-27.2130687997168,6.2524138320545e-32,1.13950242089193e-27,62.0058408034875,"GRIA1","glutamate ionotropic receptor AMPA type subunit 1"
"11836","227929_at",-3.1586404261141,-0.310755464234805,-25.3102234955872,1.93080522403385e-30,2.63916939060127e-26,58.7495207241882,"LIN7A","lin-7 cell polarity scaffold A"
"2630","203435_s_at",-2.91022182848862,-0.226990346610698,-24.2647431474023,1.39846070714255e-29,1.52921678326038e-25,56.8571573460262,"MME","membrane metalloendopeptidase"
"15026","241672_at",-3.33954560084304,0.29345629983572,-23.9700559391429,2.47571048896121e-29,2.2559911830659e-25,56.3096855657915,"SERTM1","serine rich and transmembrane domain containing 1"
"7485","215918_s_at",-2.9006975049416,-0.283600987918475,-23.481859957399,6.46144443226529e-29,4.41599342917631e-25,55.3885946777425,"SPTBN1","spectrin beta, non-erythrocytic 1"
"13864","235642_at",-2.43827624658331,0.248906913694863,-23.5261316843623,5.91902772484552e-29,4.41599342917631e-25,55.472859753605,"ADRA1A","adrenoceptor alpha 1A"
"2241","202524_s_at",-2.83818940156571,0.102340723704794,-23.3593058466067,8.24242348610419e-29,4.89576807955793e-25,55.1545544300719,"SPOCK2","SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2"
"12495","229641_at",-3.52553033421972,-0.676470955779689,-23.3177238804099,8.95430833023856e-29,4.89576807955793e-25,55.0748858372409,"CCBE1","collagen and calcium binding EGF domains 1"
"632","1556579_s_at",-3.74901509479487,-0.600254617291546,-22.9590609248573,1.83901476126578e-28,9.14073927929151e-25,54.38218376589,"MED12L","mediator complex subunit 12L"
"633","1556579_s_at",-3.74901509479487,-0.600254617291546,-22.9590609248573,1.83901476126578e-28,9.14073927929151e-25,54.38218376589,"IGSF10","immunoglobulin superfamily member 10"
"14277","237390_at",-2.86306549232178,-0.107972156207004,-22.6117123707206,3.72525788189494e-28,1.69732062243838e-24,53.7017535490468,"ADRA1A","adrenoceptor alpha 1A"
"3677","205637_s_at",-2.08675387431491,-0.153449201051587,-21.9273423104183,1.53702856495851e-27,4.94335510524157e-24,52.3327610317807,"SH3GL3","SH3 domain containing GRB2 like 3, endophilin A3"
"3950","206209_s_at",-4.67003290891262,0.627635441807578,-22.0483192809225,1.19328239850042e-27,4.94335510524157e-24,52.5775477041296,"CA4","carbonic anhydrase 4"
"5098","209469_at",-4.37119949580122,-0.972942818464652,-21.9273800090403,1.53690705098911e-27,4.94335510524157e-24,52.3328375008348,"GPM6A","glycoprotein M6A"
"5393","210081_at",-5.56954995880217,-0.370614918928471,-22.0032188653913,1.31120628470284e-27,4.94335510524157e-24,52.4864325284865,"AGER","advanced glycosylation end-product specific receptor"
"14743","239650_at",-3.8699007179745,-0.165660749161003,-21.9636033453125,1.42455020596385e-27,4.94335510524157e-24,52.4062594738733,"NCKAP5","NCK associated protein 5"
"12766","230469_at",-4.137419058038,0.32379766006528,-21.8447848282932,1.82805880848181e-27,5.55272863076349e-24,52.1650149248001,"RTKN2","rhotekin 2"
"7764","217177_s_at",-2.6439801903334,-0.178999326380183,-21.6117843069424,2.9907722669434e-27,8.60634072079633e-24,51.6885067840855,"PTPRB","protein tyrosine phosphatase receptor type B"
"12040","228434_at",-3.4452026418555,-0.0843420120255657,-21.5729604448048,3.24778933187546e-27,8.87864408601453e-24,51.6086628758821,"BTNL9","butyrophilin like 9"
"5305","209875_s_at",6.06540073275547,-0.131373216392943,21.4312287365942,4.39278526081102e-27,1.14369301968973e-23,51.316092835089,"SPP1","secreted phosphoprotein 1"
"13708","235228_at",-3.06175175042317,-0.172954717539331,-21.2267484434856,6.81070963164946e-27,1.69261613232016e-23,50.8909572868484,"CCDC85A","coiled-coil domain containing 85A"
"3082","204396_s_at",-2.81455629671707,-0.574952025155754,-21.1627323210005,7.81842774482396e-27,1.83103747507127e-23,50.7571178017134,"GRK5","G protein-coupled receptor kinase 5"
"12083","228568_at",-3.33273225754024,0.044734368895249,-21.1499318446085,8.03747588508652e-27,1.83103747507127e-23,50.7303128808366,"MYZAP","myocardial zonula adherens protein"
"13661","235108_at",-2.94880445894748,-0.0713757292306098,-21.1081790761771,8.79635458330865e-27,1.9237627473696e-23,50.6427809134077,"KCNK3","potassium two pore domain channel subfamily K member 3"
"12827","230670_at",-3.05634197853216,-0.607316525189385,-20.6984721552756,2.14837937134981e-26,4.51779392802118e-23,49.775716179026,"IGSF10","immunoglobulin superfamily member 10"
"12694","230250_at",-3.18396516876411,-0.296641897746127,-20.5815941208047,2.77881213599186e-26,5.62709457538351e-23,49.5256265370895,"PTPRB","protein tyrosine phosphatase receptor type B"
"15156","242324_x_at",-2.16043525648198,-0.237718209295546,-20.4482939926518,3.73183719465508e-26,7.28707852206309e-23,49.2388931153961,"CCBE1","collagen and calcium binding EGF domains 1"
"5099","209470_s_at",-4.80944988837885,-0.214153254388088,-20.3701488599368,4.43919553021292e-26,8.36941433153075e-23,49.0700496326139,"GPM6A","glycoprotein M6A"
"733","1557729_at",-2.23738692650001,-0.299703262136476,-20.2732663887225,5.50905395945843e-26,1.0040250841113e-22,48.8599465410049,"GRK5","G protein-coupled receptor kinase 5"
"15050","241782_at",-2.45488410809374,-0.226202178968471,-19.9395906438833,1.16614611251801e-25,2.05674318393297e-22,48.1296906571084,"NEBL","nebulette"
"4186","206898_at",-2.69846735587379,0.342653119345228,-19.8015319262279,1.59494410077779e-25,2.72511152218831e-22,47.8245045684334,"CDH19","cadherin 19"
"3026","204271_s_at",-3.59922002530452,-0.436869346139119,-19.7348555176857,1.85646887474848e-25,3.07583138566283e-22,47.6764683011395,"EDNRB","endothelin receptor type B"
"7169","214774_x_at",4.31124152617762,-0.201608492424315,19.6710329735799,2.14767838047428e-25,3.45365633683622e-22,47.5343728583739,"TOX3","TOX high mobility group box family member 3"
"7649","216623_x_at",4.30672561038979,-0.246704240980365,19.6230280715406,2.3970215463651e-25,3.74449008707176e-22,47.4272382872141,"TOX3","TOX high mobility group box family member 3"
"3949","206208_at",-3.3808170065328,0.509460806983709,-19.5891662083934,2.59044786411313e-25,3.93424269362181e-22,47.3515348744917,"CA4","carbonic anhydrase 4"
"10595","225078_at",-2.26814653604664,-0.425744714374894,-19.5771482998402,2.66285280774063e-25,3.93490479089781e-22,47.3246405922901,"EMP2","epithelial membrane protein 2"
"8938","220006_at",-1.77226099081227,0.135602917523204,-19.5560630672902,2.79489877570263e-25,4.02134448846161e-22,47.2774215355803,"EFCC1","EF-hand and coiled-coil domain containing 1"
"14398","238206_at",-2.56817025348736,-0.19640612536677,-19.4651039076839,3.44540091286375e-25,4.83018704899552e-22,47.07323443299,"RXFP1","relaxin family peptide receptor 1"
"8521","219059_s_at",-3.38181699771989,-0.48478564516944,-19.4251702957163,3.7778007893693e-25,5.16378145396916e-22,46.9833386313624,"LYVE1","lymphatic vessel endothelial hyaluronan receptor 1"
"2629","203434_s_at",-3.84193561386253,-0.256738297451889,-19.3342675251765,4.66151688507133e-25,6.2163033095433e-22,46.778128707496,"MME","membrane metalloendopeptidase"
"2982","204154_at",-3.18702389196893,-0.443935657094145,-19.3058001782509,4.97946807667225e-25,6.4822004069537e-22,46.7136995780174,"CDO1","cysteine dioxygenase type 1"
"14087","236383_at",-2.8762961008842,-0.263212195560739,-19.2311977900034,5.92151185166949e-25,7.52927117418673e-22,46.5444797136826,NA,NA
"4372","207547_s_at",-3.17490556926244,-0.115582292457697,-18.9804193394244,1.06421654571318e-24,1.322409991747e-21,45.9716342262516,"FAM107A","family with sequence similarity 107 member A"
"7834","217428_s_at",4.85038051122842,-0.592167370998168,18.9691363592881,1.09281029050397e-24,1.32776450296232e-21,45.945714677394,"COL10A1","collagen type X alpha 1 chain"
"6798","213715_s_at",-2.70035513598278,-0.248810307135583,-18.8831502530359,1.33803720973555e-24,1.59037357483242e-21,45.7477688289941,"KANK3","KN motif and ankyrin repeat domains 3"
"13042","231773_at",-2.56905783348802,-0.245342269080826,-18.8553741467064,1.42867956929768e-24,1.66197990322023e-21,45.6836686470854,"ANGPTL1","angiopoietin like 1"
"3479","205200_at",-3.84911012400543,0.820818337384928,-18.7127664343357,2.00257280560731e-24,2.28105558638707e-21,45.3533475048906,"CLEC3B","C-type lectin domain family 3 member B"
"3480","205200_at",-3.84911012400543,0.820818337384928,-18.7127664343357,2.00257280560731e-24,2.28105558638707e-21,45.3533475048906,"EXOSC7","exosome component 7"
"12071","228540_at",-1.64762934430193,-0.100162535510114,-18.6911857460089,2.10792189432239e-24,2.35205366473626e-21,45.3031819047837,"QKI","QKI, KH domain containing RNA binding"
"2240","202523_s_at",-1.89544768867784,0.0864485284916491,-18.6505297216337,2.32195890373226e-24,2.50056147871591e-21,45.2085466177985,"SPOCK2","SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2"
"9169","220765_s_at",-2.00122904108679,-0.126315480865153,-18.6486298171989,2.33248532994077e-24,2.50056147871591e-21,45.2041201051873,"LIMS2","LIM zinc finger domain containing 2"
"3877","206030_at",-2.58455889223194,-0.382650714091925,-18.603633514768,2.59648892985935e-24,2.73005831230884e-21,45.0991779832327,"ASPA","aspartoacylase"
"14572","238891_at",-2.33020100628986,0.0961291400430486,-18.5851822745148,2.71335393936139e-24,2.79910616291668e-21,45.0560858423252,NA,NA
"4128","206702_at",-3.15519385902297,0.0738658551819302,-18.5517820458431,2.93868755250701e-24,2.8953987647289e-21,44.977992826271,"TEK","TEK receptor tyrosine kinase"
"7276","215108_x_at",3.76396383523623,0.00945124930866053,18.5479729869428,2.9655661787804e-24,2.8953987647289e-21,44.969079654042,"TOX3","TOX high mobility group box family member 3"
"15443","243805_at",-2.20025690109698,0.269003152499358,-18.5562709588882,2.90732930713951e-24,2.8953987647289e-21,44.9884949544972,"CCBE1","collagen and calcium binding EGF domains 1"
"3482","205206_at",-2.89063570487579,-0.31562277435844,-18.5164652181879,3.19771198249483e-24,3.04399799071314e-21,44.8952949384646,"ANOS1","anosmin 1"
"6861","213900_at",-2.20027368690832,-0.395318593475893,-18.5123826395776,3.22911538109487e-24,3.04399799071314e-21,44.8857269630352,"ENTREP1","endosomal transmembrane epsin interactor 1"
"9218","220994_s_at",-3.1103387380057,-0.226328296308473,-18.4892598453156,3.41299037382117e-24,3.16280082523174e-21,44.8315039888402,"STXBP6","syntaxin binding protein 6"
"11030","226028_at",-2.93580160353299,-0.422171721858303,-18.4398381124388,3.84252935855921e-24,3.50150487798708e-21,44.7154265056676,"ROBO4","roundabout guidance receptor 4"
"15231","242641_at",-1.94355709557027,-0.0723346725534072,-18.3818953495159,4.41679069985765e-24,3.95882018876586e-21,44.5790163929461,"COL6A6","collagen type VI alpha 6 chain"
"6551","213103_at",-2.11149503375965,-0.363182976106913,-18.2584191443946,5.94956463297628e-24,5.2466523598061e-21,44.2871715036865,"STARD13","StAR related lipid transfer domain containing 13"
"12790","230560_at",-4.78279181763682,-0.169441492568527,-18.1465940034545,7.80219287496938e-24,6.77118881649128e-21,44.0215007985118,"STXBP6","syntaxin binding protein 6"
"11321","226673_at",-2.08408953231117,-0.186978862093677,-18.1310692043509,8.10221656933829e-24,6.92169829575892e-21,43.9845144739224,"SH2D3C","SH2 domain containing 3C"
"11334","226694_at",-2.28791282568718,-0.313050897361819,-18.0294688918521,1.03777719200528e-23,8.72930276505983e-21,43.7418389551468,"PALM2AKAP2","PALM2 and AKAP2 fusion"
"3844","205952_at",-3.90913558799271,-0.615327124691479,-17.9990858512657,1.11773319089745e-23,9.25940336550278e-21,43.6690576892607,"KCNK3","potassium two pore domain channel subfamily K member 3"
"15103","242009_at",-5.77086081625304,0.218565628863886,-17.9255326017469,1.33825305339836e-23,1.09207441335157e-20,43.4924612839856,"SLC6A4","solute carrier family 6 member 4"
"14023","236154_at",-2.22901238966118,-0.18763837774288,-17.8968992816634,1.43563544868355e-23,1.1543142375996e-20,43.4235600611311,"QKI","QKI, KH domain containing RNA binding"
"14647","239183_at",-2.14418161086566,-0.0609240247419686,-17.8816377509659,1.49045343571967e-23,1.18102234199961e-20,43.3868003144216,"ANGPTL1","angiopoietin like 1"
"3601","205471_s_at",-3.09453042406723,-0.0624190214057456,-17.8027457940617,1.80970502822094e-23,1.41350889168543e-20,43.1963827200911,"DACH1","dachshund family transcription factor 1"
"3568","205405_at",-1.97381411428584,-0.136407608167598,-17.780166773309,1.91329429415644e-23,1.46698636198923e-20,43.1417630069455,"SEMA5A","semaphorin 5A"
"8911","219958_at",-1.89666825995181,-0.00686423798765263,-17.7762572110577,1.93183389233149e-23,1.46698636198923e-20,43.1323000730086,"TMEM74B","transmembrane protein 74B"
"4851","209074_s_at",-4.29151081304596,-0.383003914025486,-17.7483990404223,2.06933828988837e-23,1.54987768492667e-20,43.0648233084083,"FAM107A","family with sequence similarity 107 member A"
"12769","230482_at",-2.24633438360404,-0.193652149895755,-17.7143666296137,2.25090863507715e-23,1.66308688679518e-20,42.982279076247,"ST6GALNAC5","ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5"
"2899","203980_at",-4.32359782681088,-0.690228824503943,-17.6384263267757,2.71673709802171e-23,1.98050134445782e-20,42.7976416695172,"FABP4","fatty acid binding protein 4"
"12591","229893_at",-2.26858362427041,-0.299305088890362,-17.6217640922142,2.83142785945595e-23,2.03695155547045e-20,42.7570471173023,"FRMD3","FERM domain containing 3"
"13873","235670_at",-3.02612078936601,-0.568799495056573,-17.6012531839533,2.97939614237477e-23,2.11556472836806e-20,42.7070349370599,"STX11","syntaxin 11"
"5320","209904_at",-3.8061281055737,-0.758180011917542,-17.5629292286075,3.27728328766424e-23,2.2681704272537e-20,42.6134673360123,"TNNC1","troponin C1, slow skeletal and cardiac type"
"11190","226380_at",-2.03934336337534,-0.465986919898249,-17.5641718280995,3.26716512811548e-23,2.2681704272537e-20,42.6165036172468,"PTPN21","protein tyrosine phosphatase non-receptor type 21"
"15446","243813_at",-3.19568941035323,-0.299412412334384,-17.5441726503569,3.4339414807693e-23,2.34688438076327e-20,42.5676155411482,"LINC00968","long intergenic non-protein coding RNA 968"
"10685","225314_at",2.47232019308335,0.304739123015485,17.4879338322057,3.95084751235329e-23,2.66682207083847e-20,42.4299076501634,"OCIAD2","OCIA domain containing 2"
"4532","208161_s_at",3.21123555926536,0.259073699406036,17.4419114023744,4.43231096642353e-23,2.95532441572203e-20,42.3169607873526,"ABCC3","ATP binding cassette subfamily C member 3"
"2826","203812_at",-1.808442345462,-0.180596462165415,-17.3784228709725,5.19611826858137e-23,3.42286465463478e-20,42.1607710993044,"SLIT3","slit guidance ligand 3"
"12670","230132_at",-2.30546924751032,-0.271987155133382,-17.3645797110833,5.37970719993735e-23,3.50161298995922e-20,42.1266568592413,"PCAT19","prostate cancer associated transcript 19"
"6094","212097_at",-3.1568841078265,-0.558129092513814,-17.3385523834642,5.74293738719032e-23,3.6940600193486e-20,42.0624600310083,"CAV1","caveolin 1"
"6346","212636_at",-2.0751607491604,-0.291173469501622,-17.269741367373,6.82810916174199e-23,4.34101009788655e-20,41.8923794421599,"QKI","QKI, KH domain containing RNA binding"
"1478","200878_at",-2.21078344983604,-0.0770760345807164,-17.2523286367924,7.13436641953108e-23,4.48358027572255e-20,41.8492579656282,"EPAS1","endothelial PAS domain protein 1"
"35","1552388_at",-1.48852803549697,-0.174277968262249,-17.2475672350514,7.22051647600452e-23,4.48615611733576e-20,41.8374608694819,"SCUBE1","signal peptide, CUB domain and EGF like domain containing 1"
"14003","236088_at",-2.22702825889321,-0.02209907095841,-17.0671274453813,1.13992803068086e-22,7.00287248061526e-20,41.3885512988348,"NTNG1","netrin G1"
"8948","220027_s_at",-2.3852145261478,-0.32752266244421,-17.0250438701662,1.26865307956459e-22,7.70706745835486e-20,41.2833345694296,"RASIP1","Ras interacting protein 1"
"4478","208016_s_at",-2.67276092870118,0.677007196161675,-16.9342287864837,1.59915931731114e-22,9.60813578835017e-20,41.0556078498437,"AGTR1","angiotensin II receptor type 1"
"11079","226140_s_at",-1.79014662891483,-0.0521167894877893,-16.9197562113712,1.6593984924331e-22,9.75565726599782e-20,41.019231510416,"OTUD1","OTU deubiquitinase 1"
"12073","228546_at",-2.76351443153967,0.674259980045528,-16.9217134781138,1.6511187747862e-22,9.75565726599782e-20,41.0241524063376,"DPP6","dipeptidyl peptidase like 6"
"11450","226985_at",-1.94770933414802,-0.239810535271353,-16.90480620652,1.72404894495681e-22,1.00279123473951e-19,40.9816305473338,"FGD5","FYVE, RhoGEF and PH domain containing 5"
"12681","230179_at",-1.9820865933044,-0.179104759180591,-16.8587425875732,1.9398086173841e-22,1.11641090689974e-19,40.8656177799697,NA,NA
"11230","226462_at",-2.98266304997517,0.00262883324683665,-16.8522715076035,1.97224436929891e-22,1.12325480095227e-19,40.8493010706214,"STXBP6","syntaxin binding protein 6"
"6492","212975_at",-1.83286977146113,-0.0827486968743489,-16.8478109473786,1.99492299433733e-22,1.12445788366385e-19,40.8380511106564,"DENND3","DENN domain containing 3"
"3374","204975_at",-2.13535041684963,-0.139315551769418,-16.7234081249467,2.74651791777618e-22,1.53230476688176e-19,40.5233924839619,"EMP2","epithelial membrane protein 2"
"8810","219719_at",-2.24503954378177,-0.0157907237310227,-16.6472692515359,3.34290818021691e-22,1.8461970177107e-19,40.3299473078869,"HIGD1B","HIG1 hypoxia inducible domain family member 1B"
"6894","213974_at",-3.12046958188135,-0.28960044426638,-16.6123559391725,3.65888645622713e-22,2.00049616994218e-19,40.241023347982,"ADAMTSL3","ADAMTS like 3"
"4991","209283_at",-2.32502185138002,-0.243999397834245,-16.5920183898593,3.85677474203057e-22,2.08781345564872e-19,40.1891598137789,"CRYAB","crystallin alpha B"
"11527","227178_at",-1.80016463025247,-0.370913215056285,-16.5700677053493,4.0825916334103e-22,2.18838919173243e-19,40.1331296703147,"CELF2","CUGBP Elav-like family member 2"
"6209","212328_at",-2.03018596017635,-0.352304170895206,-16.5600579050492,4.18998376386063e-22,2.22414914843767e-19,40.1075609426946,"LIMCH1","LIM and calponin homology domains 1"
"5293","209841_s_at",-2.95327797386671,-0.0315303348702726,-16.5562446726493,4.23164599153869e-22,2.22466581334017e-19,40.0978175302351,"LRRN3","leucine rich repeat neuronal 3"
"3856","205978_at",-2.79897357418873,0.100302780470385,-16.5379474649104,4.43748942388078e-22,2.31066413572078e-19,40.0510421655131,"KL","klotho"
"12916","231001_at",-3.02584303114437,-0.405461333681341,-16.4976235231545,4.92780945864618e-22,2.54177341652339e-19,39.9478220597153,"FIBIN","fin bud initiation factor homolog"
"2478","203065_s_at",-3.56980278041861,0.14035088600859,-16.4710774541789,5.2803229212415e-22,2.69814631512971e-19,39.8797685332639,"CAV1","caveolin 1"
"3841","205941_s_at",3.77414311349537,-0.0249390388930242,16.4344836161633,5.80870785899837e-22,2.94065835361792e-19,39.7858240019407,"COL10A1","collagen type X alpha 1 chain"
"14360","238061_at",-1.98242613738131,-0.136969287812766,-16.4286498069268,5.89777867011111e-22,2.95835824576445e-19,39.7708330993108,"LGI3","leucine rich repeat LGI family member 3"
"3197","204642_at",-2.46972975491072,-0.258066394215934,-16.4105185956855,6.18356724422558e-22,3.07351399161849e-19,39.7242170805434,"S1PR1","sphingosine-1-phosphate receptor 1"
"9480","221886_at",-1.81587007531275,-0.0331384452450588,-16.3907552411621,6.51114687274889e-22,3.20717977718509e-19,39.6733616691685,"DENND2A","DENN domain containing 2A"
"5292","209840_s_at",-3.0305002101869,-0.140532443457905,-16.3811726144719,6.6762743887333e-22,3.25915448396422e-19,39.6486872917547,"LRRN3","leucine rich repeat neuronal 3"
"10310","224339_s_at",-2.37209402799008,0.0537242010554572,-16.2754374284159,8.80723794270077e-22,4.26137818156783e-19,39.3757251351443,"ANGPTL1","angiopoietin like 1"
"8354","218723_s_at",-2.76193721951048,-0.385484764282713,-16.2621769784134,9.11937998811001e-22,4.37370263903434e-19,39.3414011438793,"RGCC","regulator of cell cycle"
"4924","209167_at",-2.9809143261471,-0.660068429867288,-16.2290005741638,9.95050564010725e-22,4.73081648585099e-19,39.2554363635546,"GPM6B","glycoprotein M6B"
"13739","235306_at",-2.76964308341518,-0.36401358386063,-16.2130755917247,1.03763986734062e-21,4.89077239196969e-19,39.2141270615601,"GIMAP8","GTPase, IMAP family member 8"
"4927","209170_s_at",-3.00548149243019,-0.507248482422206,-16.1684585927282,1.16709687824877e-21,5.37012829110372e-19,39.098233734585,"GPM6B","glycoprotein M6B"
"7916","217771_at",2.61222641371017,-0.0807302540466148,16.1679034452375,1.16880707204635e-21,5.37012829110372e-19,39.096790270423,"GOLM1","golgi membrane protein 1"
"11778","227779_at",-2.08900355646149,-0.586973457045797,-16.1708535555119,1.15974802160177e-21,5.37012829110372e-19,39.1044605742065,"ECSCR","endothelial cell surface expressed chemotaxis and apoptosis regulator"
"14361","238062_at",-3.18148856528334,-0.064639953923776,-16.1508984826576,1.22244489106448e-21,5.56976453491255e-19,39.0525574900802,"GPIHBP1","glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1"
"3797","205846_at",-2.91682420885273,0.041937027768415,-16.1269056103559,1.30240838907462e-21,5.88505608864918e-19,38.990090596988,"PTPRB","protein tyrosine phosphatase receptor type B"
"14001","236081_at",-1.52166405338902,0.23486135966186,-16.1142748690829,1.34661928943189e-21,6.03495161063023e-19,38.9571786901005,"SNCA","synuclein alpha"
"10220","223836_at",-3.2698715971137,0.561096550873685,-16.1009555934917,1.39489384851202e-21,6.15046944898346e-19,38.922452472384,"FGFBP2","fibroblast growth factor binding protein 2"
"11437","226950_at",-2.57344244981036,-0.0999999501169191,-16.1022512766665,1.39012154002637e-21,6.15046944898346e-19,38.9258315080047,"ACVRL1","activin A receptor like type 1"
"13056","231804_at",-2.47162658117596,0.323189209990488,-16.0953961559115,1.41556025211766e-21,6.19166054276264e-19,38.9079516856898,"RXFP1","relaxin family peptide receptor 1"
"11535","227197_at",-2.56828228900994,-0.412813263833051,-16.08601426839,1.45114412636746e-21,6.29692897691594e-19,38.8834725302115,"ARHGEF26","Rho guanine nucleotide exchange factor 26"
"4925","209168_at",-2.78373972728408,-0.746582322539758,-16.0689992463751,1.51801501174687e-21,6.53523391868189e-19,38.8390507655405,"GPM6B","glycoprotein M6B"
"8568","219165_at",-1.86116869248808,-0.111657545082211,-15.9950102135541,1.84722414238444e-21,7.89038906131791e-19,38.6454900145036,"PDLIM2","PDZ and LIM domain 2"
"12221","228915_at",-3.14902301403052,-0.165304926627859,-15.9867447809102,1.88824722033355e-21,8.00309432339045e-19,38.6238271068273,"DACH1","dachshund family transcription factor 1"
"3546","205357_s_at",-3.40149934163501,-0.244219777829095,-15.9711000426799,1.96844738030334e-21,8.2788354244681e-19,38.582801740368,"AGTR1","angiotensin II receptor type 1"
"3214","204677_at",-2.68435416142454,-0.290201056917044,-15.9579856324955,2.03833805899455e-21,8.50733842561275e-19,38.5483894794802,"CDH5","cadherin 5"
"6424","212822_at",-1.88807417223222,-0.319278597598754,-15.9266087014067,2.21596702953081e-21,9.17863616209069e-19,38.4659740383007,"HEG1","heart development protein with EGF like domains 1"
"12318","229172_at",-2.01434672533634,0.0436840253994375,-15.9180337626323,2.26719306620214e-21,9.3202090898197e-19,38.4434306825986,"HSPA12B","heat shock protein family A (Hsp70) member 12B"
"12838","230720_at",-2.64999281333054,0.116914579225785,-15.8983365439277,2.38946699656355e-21,9.74956030127701e-19,38.3916141821496,"RNF182","ring finger protein 182"
"4127","206701_x_at",-3.60462269495422,-0.0184594456646427,-15.891791495451,2.43156263943075e-21,9.84782868969455e-19,38.3743863005661,"EDNRB","endothelin receptor type B"
"11834","227923_at",-2.08861450228286,-0.317069683195191,-15.7696050274541,3.37180408482766e-21,1.355539620132e-18,38.0518355340712,"SHANK3","SH3 and multiple ankyrin repeat domains 3"
"3128","204482_at",-2.8503382652947,-0.241743511144471,-15.7487497063957,3.56589963894032e-21,1.4231062975114e-18,37.9966040589039,"CLDN5","claudin 5"
"4205","206953_s_at",-2.62614576047479,-0.220160732278832,-15.7139189032183,3.91572545900744e-21,1.55139340196545e-18,37.9042456090879,"ADGRL2","adhesion G protein-coupled receptor L2"
"2577","203323_at",-2.86610636110617,-0.104038025194871,-15.6751094715041,4.34679054919805e-21,1.70978973580866e-18,37.8011668737076,"CAV2","caveolin 2"
"13297","232761_at",-1.93130462166163,-0.00359211353313743,-15.6532139526282,4.61095554969904e-21,1.80074281914139e-18,37.7429324889255,"COX4I2","cytochrome c oxidase subunit 4I2"
"10839","225660_at",-2.95770910483464,-0.196772490474709,-15.647907170742,4.67740030036376e-21,1.81373660583254e-18,37.7288096828942,"SEMA6A","semaphorin 6A"
"5254","209789_at",-1.85391088217089,-0.0350272015274778,-15.6321636879282,4.88029984232097e-21,1.87908728083732e-18,37.6868921163223,"CORO2B","coronin 2B"
"11297","226625_at",-2.68812274358893,-0.291805966137726,-15.6246844210358,4.97980187003267e-21,1.90399068002822e-18,37.6669679126944,"TGFBR3","transforming growth factor beta receptor 3"
"6208","212327_at",-2.08570163661637,-0.275699514307787,-15.5518179282383,6.0639568651079e-21,2.30240862222065e-18,37.4725060577297,"LIMCH1","LIM and calponin homology domains 1"
"10596","225079_at",-2.04549079826893,0.0596352526810482,-15.5347778998229,6.3503703605091e-21,2.39452758248852e-18,37.4269386254708,"EMP2","epithelial membrane protein 2"
"3764","205779_at",-2.32153959024981,0.188798362532452,-15.5141087774483,6.71630083215506e-21,2.51516265752108e-18,37.3716195988784,"RAMP2","receptor activity modifying protein 2"
"6103","212115_at",1.33067182142495,0.104975764679552,15.4925113059062,7.12158902244293e-21,2.64879510069433e-18,37.3137609641551,"JPT2","Jupiter microtubule associated homolog 2"
"3837","205935_at",-3.23004708379962,-0.409857788646616,-15.4892700093818,7.18452258532088e-21,2.65414711048932e-18,37.3050728282673,"FOXF1","forkhead box F1"
"3028","204273_at",-3.8301022539044,-0.658818974679652,-15.4838795075828,7.29043901423939e-21,2.67519968525865e-18,37.2906210482547,"EDNRB","endothelin receptor type B"
"9147","220676_at",-1.35666357614455,-0.0726038732242418,-15.4264949170152,8.52127181342579e-21,3.1060035759937e-18,37.1365572149772,"ADAMTS8","ADAM metallopeptidase with thrombospondin type 1 motif 8"
"2343","202760_s_at",-2.25236266835138,0.207321696344947,-15.3988509034232,9.18758202486014e-21,3.32669567688231e-18,37.0621976252102,"PALM2AKAP2","PALM2 and AKAP2 fusion"
"4051","206481_s_at",-2.70511532100249,-0.5976929535434,-15.3674000011921,1.00103110157051e-20,3.60074838673472e-18,36.9774853586523,"LDB2","LIM domain binding 2"
"939","1560359_at",-2.24322434996536,-0.103796694735772,-15.3626214960585,1.01417050076819e-20,3.62416811303926e-18,36.9646040746459,"ITGA1","integrin subunit alpha 1"
"3285","204796_at",-2.22424419317389,-0.31074741532083,-15.3460319791142,1.06116162084886e-20,3.74316203999429e-18,36.9198626705579,"EML1","EMAP like 1"
"3804","205866_at",-4.91387946211376,0.618919019746378,-15.3460575801163,1.06108742576181e-20,3.74316203999429e-18,36.9199317413841,"FCN3","ficolin 3"
"10797","225544_at",-2.13148543244142,-0.391533658088402,-15.3356515498715,1.09168391345135e-20,3.82614217743285e-18,36.891849989885,"TBX3","T-box transcription factor 3"
