"","PROBEID","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","GENENAME"
"14418","238417_at",1.28186876205078,0.086418239970379,8.61849900544535,1.65737749450981e-11,5.1840454526501e-10,15.8920275306381,"PGM2L1","phosphoglucomutase 2 like 1"
"3189","204622_x_at",-2.15880307112724,-0.161322504198044,-8.61665749785819,1.66822364220238e-11,5.21200729356657e-10,15.8855388599643,"NR4A2","nuclear receptor subfamily 4 group A member 2"
"12703","230288_at",-1.37451777542615,-0.0952277991408503,-8.61676881374443,1.66756598671583e-11,5.21200729356657e-10,15.8859310966408,"FGF14","fibroblast growth factor 14"
"2097","202202_s_at",-1.61894075474425,-0.254597338760924,-8.61504867741167,1.67775778803469e-11,5.23880108856635e-10,15.8798698475854,"LAMA4","laminin subunit alpha 4"
"3060","204343_at",-1.63544171986545,-0.188792490095932,-8.6148440680901,1.67897426430926e-11,5.23960718613636e-10,15.8791488488664,"ABCA3","ATP binding cassette subfamily A member 3"
"10840","225662_at",-1.31349603448658,-0.340293612617676,-8.61198497815623,1.69606579661052e-11,5.28992569479065e-10,15.8690736759214,"MAP3K20","mitogen-activated protein kinase kinase kinase 20"
"11721","227649_s_at",-0.649081319391991,-0.0557500337345657,-8.60924199117191,1.71262792803084e-11,5.33853660006194e-10,15.8594070042416,"SRGAP2","SLIT-ROBO Rho GTPase activating protein 2"
"9708","222549_at",1.93055819022255,0.0740515401767961,8.60667879354992,1.72825166210454e-11,5.38416863963338e-10,15.8503733741935,"CLDN1","claudin 1"
"10856","225688_s_at",-1.52585798565541,-0.269872926827757,-8.60582167255781,1.73350812055214e-11,5.39746904847312e-10,15.8473524507385,"PHLDB2","pleckstrin homology like domain family B member 2"
"6648","213348_at",-1.36270871271853,-0.250929773810435,-8.60355977204923,1.74745708600637e-11,5.4378039941604e-10,15.8393800903455,"CDKN1C","cyclin dependent kinase inhibitor 1C"
"2613","203397_s_at",1.70811327030852,0.412062597185468,8.60071440371452,1.76516488510723e-11,5.48978328175415e-10,15.8293506240183,"GALNT3","polypeptide N-acetylgalactosaminyltransferase 3"
"3384","204997_at",-1.0675457803364,-0.0580893954798663,-8.60017196402452,1.7685611425058e-11,5.49429563031312e-10,15.827438535653,"GPD1","glycerol-3-phosphate dehydrogenase 1"
"3653","205588_s_at",1.02727863685727,0.199876547952664,8.60016168384863,1.76862557098328e-11,5.49429563031312e-10,15.8274022980182,"CEP43","centrosomal protein 43"
"8886","219908_at",-2.25832478663291,-0.0211183856182199,-8.59676509917587,1.79004274551794e-11,5.55767104549649e-10,15.8154288566582,"DKK2","dickkopf Wnt signaling pathway inhibitor 2"
"11082","226145_s_at",-1.99888082223143,-0.41867672960178,-8.59610188753597,1.79425500451712e-11,5.5675875352993e-10,15.8130908312595,"FRAS1","Fraser extracellular matrix complex subunit 1"
"15838","64438_at",0.442735862495596,0.0237925410385686,8.59482491170485,1.80239359695826e-11,5.58966930877441e-10,15.8085889962929,"OGFOD3","2-oxoglutarate and iron dependent oxygenase domain containing 3"
"4","1320_at",-1.35049750230431,0.260505242788952,-8.59390297603717,1.80829249647848e-11,5.60478414087079e-10,15.8053387324233,"PTPN21","protein tyrosine phosphatase non-receptor type 21"
"6361","212681_at",-1.28206401868091,-0.322464746625488,-8.59326732785583,1.81237093654777e-11,5.61424254706794e-10,15.8030977281825,"EPB41L3","erythrocyte membrane protein band 4.1 like 3"
"4267","207167_at",-0.847653112309618,-0.0310614790622282,-8.59200629627215,1.82048939013022e-11,5.63619804107417e-10,15.7986518105885,"CD101","CD101 molecule"
"8936","220003_at",-1.91166730225068,-0.391820830602986,-8.58879682830437,1.84131735625941e-11,5.69745480778061e-10,15.7873358600341,"LRRC36","leucine rich repeat containing 36"
"9446","221817_at",0.520358108215837,0.0895522937423098,8.58678260187944,1.85451112945367e-11,5.73503371057011e-10,15.7802336647682,"DOLPP1","dolichyldiphosphatase 1"
"4148","206757_at",-2.06420995689528,0.0293666482447511,-8.58416149872065,1.87182276319725e-11,5.78529731926566e-10,15.7709911157285,"PDE5A","phosphodiesterase 5A"
"2231","202497_x_at",-1.77381552531407,-0.068789948451461,-8.57995924730581,1.89991764259273e-11,5.86881339597502e-10,15.7561719423895,"SLC2A3","solute carrier family 2 member 3"
"12069","228532_at",-1.27321495601864,-0.183687129276849,-8.57596822257098,1.92699337261786e-11,5.94908879999331e-10,15.7420963242061,"C1orf162","chromosome 1 open reading frame 162"
"12654","230083_at",-1.20752637562006,-0.141825939736306,-8.57500294380475,1.93360011203734e-11,5.96611659851251e-10,15.7386917669273,"USP53","ubiquitin specific peptidase 53"
"5220","209709_s_at",1.97918725334718,0.493296151127649,8.57394377511513,1.94087571552232e-11,5.98518780294319e-10,15.7349559708602,"HMMR","hyaluronan mediated motility receptor"
"9698","222498_at",-0.701386108869617,-0.12023020100332,-8.5729706636142,1.94758447124458e-11,5.99910878677732e-10,15.731523626916,"AZI2","5-azacytidine induced 2"
"13142","232060_at",-1.55532787954456,-0.138305252579078,-8.57305959655441,1.94697038795932e-11,5.99910878677732e-10,15.7318373130116,"ROR1","receptor tyrosine kinase like orphan receptor 1"
"807","1558706_a_at",-0.981650690554216,-0.0116427456997779,-8.57267504188519,1.94962714556718e-11,6.00201937972329e-10,15.7304808992565,"ATOH8","atonal bHLH transcription factor 8"
"13662","235111_at",-1.05748493751782,-0.0790018741269318,-8.56538663847751,2.00067616277644e-11,6.15571014067541e-10,15.704770736468,"LSAMP","limbic system associated membrane protein"
"10632","225175_s_at",-0.835832513723301,-0.0904385157684822,-8.5554756761869,2.07226045245584e-11,6.37237571642426e-10,15.6698024845383,"SLC44A2","solute carrier family 44 member 2 (CTL2 blood group)"
"6036","211936_at",0.844557711883546,-0.0512447574003789,8.55379453023418,2.08465626776855e-11,6.40689046881649e-10,15.6638702121011,"HSPA5","heat shock protein family A (Hsp70) member 5"
"11733","227687_at",1.09165778765938,0.251791892390239,8.55355141512111,2.0864550285288e-11,6.40881621824787e-10,15.6630123111209,"HYLS1","HYLS1 centriolar and ciliogenesis associated"
"2820","203802_x_at",0.787995059453386,0.0986961196724705,8.55237137393399,2.0952081450518e-11,6.43208901351529e-10,15.6588481317953,"NSUN5","NOP2/Sun RNA methyltransferase 5"
"12208","228863_at",-1.92507736029438,-0.264596202618477,-8.55204332746444,2.09764803529803e-11,6.43596556284624e-10,15.657690487607,"PCDH17","protocadherin 17"
"15566","244461_at",-0.864648814786657,-0.118263440990252,-8.55136441476198,2.10270663075656e-11,6.44786792129081e-10,15.6552946429927,"SPECC1","sperm antigen with calponin homology and coiled-coil domains 1"
"7260","215059_at",-1.93341784437998,-0.245841659294039,-8.55064665554785,2.10806802933822e-11,6.46068494977956e-10,15.6527616709084,NA,NA
"1561","201054_at",-0.588647395776252,-0.10033818992766,-8.55001460983673,2.11280057415461e-11,6.4715614225156e-10,15.6505311474494,"HNRNPA0","heterogeneous nuclear ribonucleoprotein A0"
"155","1553175_s_at",-1.35367101869529,0.0914497568679744,-8.54977160061555,2.11462299070853e-11,6.47351691024573e-10,15.6496735462314,"PDE5A","phosphodiesterase 5A"
"14473","238557_at",0.522742086986365,0.0624966158136994,8.54873341850568,2.1224265446048e-11,6.49377007981352e-10,15.6460096555041,"CHKB-DT","CHKB divergent transcript"
"12078","228554_at",-1.64789019216195,-0.387148541073682,-8.54837232177507,2.12514753869595e-11,6.49845870683451e-10,15.6447352740378,"PGR","progesterone receptor"
"6175","212256_at",1.3086636132263,0.32388022455968,8.53910172498701,2.19622027779336e-11,6.71203709828687e-10,15.6120139307128,"GALNT10","polypeptide N-acetylgalactosaminyltransferase 10"
"13186","232204_at",-1.50088751922499,-0.164438485165156,-8.53659968133411,2.21580894533465e-11,6.76812034000961e-10,15.6031815799335,"EBF1","EBF transcription factor 1"
"3514","205277_at",-0.837984330555205,-0.18461923047622,-8.53580004699032,2.22210635252159e-11,6.78157041230272e-10,15.6003587215142,"PRDM2","PR/SET domain 2"
"9860","222934_s_at",-1.42885521241228,0.184952705563457,-8.53572566699357,2.22269303682606e-11,6.78157041230272e-10,15.6000961436523,"CLEC4E","C-type lectin domain family 4 member E"
"1543","201013_s_at",1.14424972339881,0.10248584414116,8.53473652172701,2.23050992299597e-11,6.8016246536422e-10,15.5966041997856,"PAICS","phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase"
"9288","221272_s_at",-1.2789752042668,-0.296173736149349,-8.53373281123871,2.23847020448226e-11,6.82209355797479e-10,15.5930607570003,"C1orf21","chromosome 1 open reading frame 21"
"9726","222594_s_at",0.81873703650358,0.115656739260503,8.53357395067316,2.23973272337616e-11,6.82213853206638e-10,15.5924999172678,"SPATS2","spermatogenesis associated serine rich 2"
"5307","209879_at",-1.03286880520111,-0.185267042591049,-8.53221943833439,2.25052664899924e-11,6.85119958430032e-10,15.5877178788558,"SELPLG","selectin P ligand"
"9810","222802_at",-2.04569635224268,-0.00267396330282416,-8.53092098483054,2.26092301002811e-11,6.87901867408385e-10,15.5831336160303,"EDN1","endothelin 1"
"10193","223775_at",-2.33095271205396,-0.696350964807767,-8.52978174890126,2.27008437261291e-11,6.90305133885489e-10,15.5791113691137,"HHIP","hedgehog interacting protein"
"11805","227848_at",-2.8472952435191,-0.809663003845205,-8.52907855855963,2.2757578428614e-11,6.91645692376025e-10,15.5766285963242,"PEBP4","phosphatidylethanolamine binding protein 4"
"3517","205286_at",1.3863668880056,0.376742555362968,8.52889129766738,2.2772711038709e-11,6.91721097800787e-10,15.5759674226864,"TFAP2C","transcription factor AP-2 gamma"
"3871","206010_at",2.72698502836155,0.991159639844758,8.52334119930778,2.32258452366312e-11,7.05093330545702e-10,15.556370079923,"HABP2","hyaluronan binding protein 2"
"175","1553321_a_at",-1.77745707027915,0.419139417441786,-8.5223597047539,2.33069181964761e-11,7.0716190476822e-10,15.5529041775868,"SULT1C4","sulfotransferase family 1C member 4"
"6463","212914_at",-1.23038411791611,-0.30562588800763,-8.52200958449028,2.33359075574406e-11,7.07648777428212e-10,15.5516677970113,"CBX7","chromobox 7"
"13940","235875_at",0.719347345962196,0.0519896316061054,8.5205298155012,2.34588313593121e-11,7.10982042444783e-10,15.5464421776004,NA,NA
"4486","208030_s_at",-0.627682010107768,-0.0929410353613355,-8.51788300864503,2.36803285329342e-11,7.17297486170735e-10,15.5370948766844,"ADD1","adducin 1"
"3544","205351_at",1.3760000019188,0.209564131346603,8.51748302527776,2.37139836471868e-11,7.17919189318903e-10,15.5356822716542,"GGCX","gamma-glutamyl carboxylase"
"3875","206027_at",-1.75468869541499,0.490078969308208,-8.5171775407936,2.37397199313855e-11,7.18300601687052e-10,15.5346033959625,"S100A3","S100 calcium binding protein A3"
"14651","239209_at",-0.76030319364714,-0.0304570864442144,-8.51549572741873,2.38819127404005e-11,7.22203307014047e-10,15.5286636246359,NA,NA
"12849","230744_at",-1.01541284732539,-0.197185711429084,-8.51471592554827,2.39481335214384e-11,7.23805528073325e-10,15.5259094709453,"FSTL1","follistatin like 1"
"11795","227817_at",-0.87563325254755,-0.156255221177091,-8.51012836477192,2.43414688333786e-11,7.35287186997225e-10,15.5097058598428,"PRKCB","protein kinase C beta"
"4001","206364_at",1.91119878775831,0.471466467862918,8.50927139863664,2.44156624434725e-11,7.37121117668061e-10,15.5066788065338,"KIF14","kinesin family member 14"
"6541","213071_at",-2.02286418985388,-0.355297456004121,-8.50876286099213,2.4459797723462e-11,7.38046048857773e-10,15.5048824764716,"DPT","dermatopontin"
"14015","236123_at",-1.22307361213244,0.0029759714873652,-8.50808531899734,2.4518725467474e-11,7.39416058981877e-10,15.5024891331654,"WNT2B","Wnt family member 2B"
"3117","204464_s_at",-1.37567169671913,-0.227050721918964,-8.5037524709867,2.48989595787545e-11,7.4964240912357e-10,15.4871829642181,"EDNRA","endothelin receptor type A"
"6919","214044_at",-0.825858673871452,-0.0658330290389823,-8.50406105892362,2.4871683837787e-11,7.4964240912357e-10,15.4882731272932,"RYR2","ryanodine receptor 2"
"11696","227579_at",-0.697809627416005,-0.104265051957923,-8.50384724209766,2.48905796645966e-11,7.4964240912357e-10,15.4875177673629,"FER","FER tyrosine kinase"
"14487","238593_at",1.67757271240338,0.092371047814576,8.50129513452798,2.51172381442038e-11,7.55798016254453e-10,15.4785015492111,"TOP6BL","TOP6B like initiator of meiotic double strand breaks"
"14219","237056_at",-1.1208516801178,0.122982538304645,-8.50009144877483,2.52248601398738e-11,7.58618937374918e-10,15.4742489280155,"INSC","INSC spindle orientation adaptor protein"
"12889","230894_s_at",1.03090949151838,0.229548040772318,8.49985440251849,2.52461091817524e-11,7.5884058246966e-10,15.4734114302915,NA,NA
"8429","218858_at",1.86300225165486,0.230945957830025,8.49955807075255,2.52726979741421e-11,7.59222396558361e-10,15.47236446733,"DEPTOR","DEP domain containing MTOR interacting protein"
"11204","226403_at",1.15071188066347,0.265025693837154,8.49631995545118,2.55650859677743e-11,7.67584335688116e-10,15.4609235073885,"TMC4","transmembrane channel like 4"
"3827","205909_at",1.49655406483867,0.387900130645495,8.49211010738057,2.59503148165674e-11,7.7829592023907e-10,15.4460479771472,"POLE2","DNA polymerase epsilon 2, accessory subunit"
"6236","212386_at",-1.20936288456432,-0.409499818436235,-8.49222513844943,2.59397114617089e-11,7.7829592023907e-10,15.4464544587435,"TCF4","transcription factor 4"
"3905","206101_at",-1.60935261288013,-0.345513682172535,-8.49151850059504,2.6004917014872e-11,7.7907881522637e-10,15.4439574188846,"ECM2","extracellular matrix protein 2"
"6447","212878_s_at",-0.656428121529685,-0.194328506950323,-8.4915384270046,2.60030760313058e-11,7.7907881522637e-10,15.4440278331948,"KLC1","kinesin light chain 1"
"2086","202182_at",0.675578073349779,0.0433811191254094,8.49117911354015,2.6036292843115e-11,7.79591627161728e-10,15.4427581160042,"KAT2A","lysine acetyltransferase 2A"
"9111","220560_at",-0.968141066634394,0.0547680994706206,-8.48356663401271,2.67501562758146e-11,8.00528075741743e-10,15.415855289876,"C11orf21","chromosome 11 open reading frame 21"
"2908","204007_at",-1.73670568273499,-0.0892250583366092,-8.48241510063691,2.68598443137051e-11,8.03370890509752e-10,15.4117853284566,"FCGR3B","Fc gamma receptor IIIb"
"6172","212252_at",-0.581991227377148,-0.0943067584881114,-8.48192708852459,2.6906465849093e-11,8.04064605013789e-10,15.4100604749827,"CAMKK2","calcium/calmodulin dependent protein kinase kinase 2"
"10553","224964_s_at",-1.35395375643321,-0.239336405049644,-8.48186450643716,2.69124504284451e-11,8.04064605013789e-10,15.4098392805026,"GNG2","G protein subunit gamma 2"
"8266","218528_s_at",-0.632493422711183,0.0228841251039611,-8.47992837480463,2.70982616071582e-11,8.09173923195725e-10,15.4029959317037,"RNF38","ring finger protein 38"
"105","1552766_at",3.01605490310813,1.09839777745553,8.4792226073265,2.71663150320742e-11,8.10763250206691e-10,15.4005012906651,"HS6ST2","heparan sulfate 6-O-sulfotransferase 2"
"6099","212108_at",0.681906289611201,0.0812184969768228,8.47898800654574,2.71889744190465e-11,8.10996822892181e-10,15.3996720504321,"FAF2","Fas associated factor family member 2"
"13618","234973_at",-1.19887781316274,-0.328928297536918,-8.47882022773602,2.72051913388667e-11,8.1103807876365e-10,15.3990790022999,"SLC38A5","solute carrier family 38 member 5"
"5422","210140_at",-1.186704701562,0.0639854012558,-8.47564244849591,2.75141896940959e-11,8.19356384272708e-10,15.3878460859769,"CST7","cystatin F"
"6279","212494_at",-1.16081582643927,-0.212702887737814,-8.47566873337957,2.75116193911043e-11,8.19356384272708e-10,15.3879390018456,"TNS2","tensin 2"
"12965","231181_at",-1.57960958528574,0.318952541336681,-8.47542529942286,2.75354331594548e-11,8.19542628194443e-10,15.3870784718261,"PKHD1L1","PKHD1 like 1"
"2509","203145_at",1.70630510317085,0.385094062807595,8.4736042154167,2.77142389287401e-11,8.24415676511896e-10,15.3806408614916,"SPAG5","sperm associated antigen 5"
"15819","57588_at",-1.14106761617098,-0.230301879214291,-8.47329685936782,2.77445321932274e-11,8.24868024831271e-10,15.3795543192663,"SLC24A3","solute carrier family 24 member 3"
"5961","211747_s_at",0.95611833697802,0.161115062773518,8.46906556955886,2.816497533885e-11,8.36913057962838e-10,15.3645954346669,"LSM5","LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated"
"1380","200621_at",-0.813631406908726,-0.169653058559886,-8.46882515919117,2.81890554081851e-11,8.37173603716741e-10,15.3637454699616,"CSRP1","cysteine and glycine rich protein 1"
"8839","219778_at",-1.47384666298045,-0.306228611518652,-8.46749047575982,2.83231178064913e-11,8.4069840720408e-10,15.3590266495481,"ZFPM2","zinc finger protein, FOG family member 2"
"5020","209335_at",-1.53504993005423,-0.408437240316682,-8.46704686667398,2.83678181078606e-11,8.41317935400427e-10,15.3574582234652,"DCN","decorin"
"13712","235245_at",1.01470614062036,0.18296391017228,8.46697798901233,2.83747649360473e-11,8.41317935400427e-10,15.3572146979614,"TMEM92","transmembrane protein 92"
"6394","212764_at",-1.30820965550025,-0.341287648747128,-8.46546309861128,2.85279867047591e-11,8.45402532836154e-10,15.3518585226419,"ZEB1","zinc finger E-box binding homeobox 1"
"6144","212192_at",-1.13405703411034,-0.126432425825876,-8.46506702254991,2.85681844939988e-11,8.46135150167599e-10,15.3504580932124,"KCTD12","potassium channel tetramerization domain containing 12"
"11264","226548_at",1.68307973705843,0.443870146080762,8.46416337463415,2.86601093327596e-11,8.4839820128242e-10,15.347262966788,"SBK1","SH3 domain binding kinase 1"
"5930","211688_x_at",-0.802164730885951,0.0951015191957176,-8.46304642227319,2.87741444013239e-11,8.51312957328131e-10,15.3433135495149,"KIR3DL2","killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2"
"5931","211688_x_at",-0.802164730885951,0.0951015191957176,-8.46304642227319,2.87741444013239e-11,8.51312957328131e-10,15.3433135495149,"KIR3DL1","killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1"
"11862","227983_at",-0.965529313113478,-0.13513551663147,-8.4579303886687,2.93023297448135e-11,8.66470999890579e-10,15.3252226042587,"RILPL2","Rab interacting lysosomal protein like 2"
"8277","218557_at",0.619475535098804,0.105807904967395,8.45670621024949,2.94301556655687e-11,8.69780411359443e-10,15.3208934550109,"NIT2","nitrilase family member 2"
"12118","228653_at",-1.52358648155151,-0.275950666254095,-8.45617141817687,2.94861734396075e-11,8.70965171696671e-10,15.3190021955898,"SAMD5","sterile alpha motif domain containing 5"
"10374","224543_at",-1.06234242503803,0.059278571968689,-8.45508134898514,2.96006872645773e-11,8.73403980674994e-10,15.3151471645765,"SVEP1","sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1"
"15024","241652_x_at",-1.09719137925668,0.138294299367575,-8.45518977657398,2.95892767225941e-11,8.73403980674994e-10,15.3155306229642,"LIN7A","lin-7 cell polarity scaffold A"
"2768","203710_at",-1.06470189136786,-0.145998818225389,-8.45463504231165,2.96477016775051e-11,8.74319357722541e-10,15.3135687741481,"ITPR1","inositol 1,4,5-trisphosphate receptor type 1"
"4282","207220_at",-1.20160524722766,0.029560619008357,-8.45418788081349,2.96948815123754e-11,8.75105010918606e-10,15.3119873452397,"ART4","ADP-ribosyltransferase 4 (inactive) (Dombrock blood group)"
"14728","239568_at",-1.44314967906078,-0.0251813740123104,-8.45407925565084,2.97063539143106e-11,8.75105010918606e-10,15.3116031797658,"PLEKHH2","pleckstrin homology, MyTH4 and FERM domain containing H2"
"3290","204811_s_at",-1.96341805361683,-0.639143505559683,-8.4537211038398,2.97442115827083e-11,8.75748394337414e-10,15.3103365279705,"CACNA2D2","calcium voltage-gated channel auxiliary subunit alpha2delta 2"
"6371","212698_s_at",-1.27034373366913,-0.0384270727464411,-8.45327908239494,2.97910014646652e-11,8.76653931690297e-10,15.3087732464197,"SEPTIN10","septin 10"
"7984","217912_at",0.773722478755293,0.165677763236169,8.45034133679244,3.01038625306222e-11,8.8538390740278e-10,15.298383045012,"DUS1L","dihydrouridine synthase 1 like"
"12696","230258_at",1.22882314948438,0.173320508381087,8.44886435373927,3.02624039026343e-11,8.89568243750824e-10,15.29315901012,"GLIS3","GLIS family zinc finger 3"
"6382","212728_at",0.83246242939408,0.187289856002179,8.44673437301232,3.04925199376618e-11,8.95850901446351e-10,15.2856250522874,"DLG3","discs large MAGUK scaffold protein 3"
"10903","225790_at",-1.78233341772901,-0.30761043477282,-8.44525648204673,3.06532205089684e-11,9.00088523806578e-10,15.2803973981201,"MSRB3","methionine sulfoxide reductase B3"
"4476","208009_s_at",0.926019550431736,0.234204781711585,8.43994377877653,3.12379772015838e-11,9.16603369383942e-10,15.261603716908,"ARHGEF16","Rho guanine nucleotide exchange factor 16"
"9144","220661_s_at",0.762424937397431,0.0649227975504727,8.43984301653863,3.1249175684164e-11,9.16603369383942e-10,15.2612472498084,"ZNF692","zinc finger protein 692"
"11570","227273_at",-0.82395193064069,-0.0180610515576814,-8.43748667951206,3.15122086888142e-11,9.23823061694861e-10,15.2529110033299,"BMPR1A","bone morphogenetic protein receptor type 1A"
"11558","227240_at",1.55314104796897,0.358561717477933,8.43601984569995,3.16770724556317e-11,9.28158594057698e-10,15.2477214268188,"NGEF","neuronal guanine nucleotide exchange factor"
"14608","239064_at",-0.764932163145783,-0.0664559080459271,-8.4354698748527,3.17391095603063e-11,9.29478208467994e-10,15.245775618328,NA,NA
"11907","228094_at",-1.22333459205092,-0.180309270927581,-8.43407014952072,3.18975517710066e-11,9.33618117280399e-10,15.2408232567358,"JAML","junction adhesion molecule like"
"3373","204973_at",1.41558798469747,0.420762999164236,8.43165204866758,3.21731470180836e-11,9.41180745432702e-10,15.2322674347766,"GJB1","gap junction protein beta 1"
"15758","41577_at",-1.53629159732073,-0.475246912032506,-8.43085915486427,3.2264035266572e-11,9.43334827914344e-10,15.2294618892937,"PPP1R16B","protein phosphatase 1 regulatory subunit 16B"
"11131","226245_at",1.03169896627484,0.0480274992293468,8.42882107856586,3.24988445022591e-11,9.49185001688577e-10,15.2222502182707,"KCTD1","potassium channel tetramerization domain containing 1"
"11723","227653_at",0.782657562502072,0.174762411046577,8.42883492842199,3.24972430537036e-11,9.49185001688577e-10,15.2222992266284,"TRMT5","tRNA methyltransferase 5"
"9939","223156_at",0.89804414552272,0.23025752192245,8.42861267087945,3.25229521198481e-11,9.49381957903202e-10,15.22151275626,"MRPS23","mitochondrial ribosomal protein S23"
"2219","202469_s_at",0.683204804101335,0.128233768840549,8.42592993229577,3.28348904138934e-11,9.57976325175892e-10,15.2120194451024,"CPSF6","cleavage and polyadenylation specific factor 6"
"5023","209337_at",-0.927901470972368,-0.145591907850048,-8.42469958637277,3.29789556173348e-11,9.61666345801484e-10,15.2076654817289,"PSIP1","PC4 and SRSF1 interacting protein 1"
"11141","226267_at",-1.02997882842853,0.0274929434133969,-8.42303022121285,3.31754446991442e-11,9.66880297934812e-10,15.2017577286097,"JDP2","Jun dimerization protein 2"
"2013","202014_at",-1.61420068976552,-0.0333320434818015,-8.41936666355506,3.36107959826658e-11,9.79046494593634e-10,15.1887919458302,"PPP1R15A","protein phosphatase 1 regulatory subunit 15A"
"5364","210021_s_at",1.427843621126,0.262126392646016,8.41872645959701,3.36874613408435e-11,9.8075716124101e-10,15.1865260810378,"CCNO","cyclin O"
"1701","201346_at",-1.01409521342416,-0.081017984779453,-8.41725684759286,3.38641158703416e-11,9.8485134851645e-10,15.1813245872362,"ADIPOR2","adiponectin receptor 2"
"3584","205438_at",-1.24151462597363,0.122769039324301,-8.41739399419356,3.38475908140119e-11,9.8485134851645e-10,15.181810006048,"PTPN21","protein tyrosine phosphatase non-receptor type 21"
"11326","226682_at",-1.35675364449665,-0.347797364719277,-8.41615536211089,3.3997130774229e-11,9.87669035643447e-10,15.1774259210039,"RORA","RAR related orphan receptor A"
"14431","238458_at",-1.46396824292592,-0.183373220887734,-8.41620322046556,3.39913405087242e-11,9.87669035643447e-10,15.1775953157401,"MICU3","mitochondrial calcium uptake 3"
"3249","204736_s_at",-1.08734645703562,-0.069457255822807,-8.41457095813023,3.41893853787958e-11,9.9272684311506e-10,15.1718178228011,"CSPG4","chondroitin sulfate proteoglycan 4"
"12547","229782_at",-1.58772266962882,0.395024052170651,-8.41167554042441,3.45435521399826e-11,1.00247808559105e-09,15.1615688207079,"RMST","rhabdomyosarcoma 2 associated transcript"
"3236","204717_s_at",0.884336471560281,0.101537479388062,8.41126047659887,3.4594624333658e-11,1.00342763153462e-09,15.1600995544596,"SLC29A2","solute carrier family 29 member 2"
"7661","216698_x_at",-0.513741919349836,-0.0847860756229453,-8.40492185323368,3.53840792822931e-11,1.02578183179182e-09,15.1376601335182,"OR7E12P","olfactory receptor family 7 subfamily E member 12 pseudogene"
"15221","242600_at",-1.10298159172813,0.0897588472682919,-8.40473171137235,3.54080388832036e-11,1.02593244617867e-09,15.1369869639941,"FRMD3","FERM domain containing 3"
"1394","200654_at",0.795755907104355,0.123215211617946,8.39968443947571,3.60500447004959e-11,1.04386266364028e-09,15.1191168457102,"P4HB","prolyl 4-hydroxylase subunit beta"
"5754","211115_x_at",0.727811779511813,0.13468849121221,8.39956756195116,3.60650493208322e-11,1.04386266364028e-09,15.1187030124501,"GEMIN2","gem nuclear organelle associated protein 2"
"15181","242434_at",-0.75255488219104,-0.0224220584294497,-8.39759612768812,3.63190892408676e-11,1.0506593673251e-09,15.1117225170751,NA,NA
"11075","226134_s_at",1.25852225446668,0.162109343286624,8.39648355855777,3.64632494961818e-11,1.05427190174709e-09,15.1077829812629,"MSI2","musashi RNA binding protein 2"
"12229","228933_at",2.28510372966539,0.72347226228676,8.39619945659337,3.65001539853193e-11,1.05478114119838e-09,15.1067769796735,"NHS","NHS actin remodeling regulator"
"10222","223843_at",-1.33087848607076,-0.0670695438692758,-8.39604123317018,3.65207233028947e-11,1.0548180383443e-09,15.1062167098554,"SCARA3","scavenger receptor class A member 3"
"15287","242882_at",1.05749975731408,0.140044494045877,8.3949536758545,3.66624236261126e-11,1.05835164295549e-09,15.1023656142913,"RNF207","ring finger protein 207"
"14476","238567_at",2.31003230581723,-0.114665816281856,8.39350635915436,3.68518562732e-11,1.0632587027637e-09,15.0972404559474,"SGPP2","sphingosine-1-phosphate phosphatase 2"
"2161","202341_s_at",1.43236469717679,0.127321327232126,8.39317350936929,3.68955605790874e-11,1.06395821448397e-09,15.0960617645388,"TRIM2","tripartite motif containing 2"
"10091","223530_at",1.75009246335267,0.50246532362247,8.39276901448691,3.6948742341804e-11,1.06493014630371e-09,15.094629351612,"TDRKH","tudor and KH domain containing"
"9533","222033_s_at",-1.34126503794297,-0.333139572773201,-8.39244810381099,3.69909895777064e-11,1.06558606699742e-09,15.0934929216547,"FLT1","fms related receptor tyrosine kinase 1"
"1106","1564984_at",-0.73605394138919,0.067456351202424,-8.38814960915278,3.75615864145109e-11,1.08088407221757e-09,15.0782700724362,NA,NA
"5136","209531_at",0.995545627172966,0.267139870721905,8.38821080687207,3.75534009894222e-11,1.08088407221757e-09,15.0784868099464,"GSTZ1","glutathione S-transferase zeta 1"
"13848","235606_at",-1.20319956944656,0.0533825319929209,-8.38772819079289,3.76180014754374e-11,1.08193804874778e-09,15.0767775719186,"DUBR","DPPA2 upstream binding RNA"
"1277","1569607_s_at",-1.87866245504687,-0.0349596079011385,-8.3870712254879,3.7706119204694e-11,1.08333266816429e-09,15.0744508291327,"LOC105379426","putative ankyrin repeat domain-containing protein 20A2"
"1278","1569607_s_at",-1.87866245504687,-0.0349596079011385,-8.3870712254879,3.7706119204694e-11,1.08333266816429e-09,15.0744508291327,"ANKRD20A1","ankyrin repeat domain 20 family member A1"
